subject,gender,age,qualification,handedness,handsused,kd1,kd2,kd3,kd4,kd5,kd6,dd1,dd2,dd3,dd4,dd5,dd6,uu1,uu2,uu3,uu4,uu5,uu6,ud1,ud2,ud3,ud4,ud5,ud6,du1,du2,du3,du4,du5,du6,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9,gb10,gb11,gb12,gb13,gb14,gg1,gg2,gg3,gg4,gg5,gg6,gg7,gg8,gg9,gg10,gg11,gg12,gg13,gg14,ga1,ga2,ga3,ga4,ga5,ga6,ga7,ga8,ga9,ga10,ga11,ga12,ga13,ga14,mx1,mx2,mx3,mx4,mx5,mx6,mx7,mx8,mx9,mx10,mx11,mx12,mx13,mx14,my1,my2,my3,my4,my5,my6,my7,my8,my9,my10,my11,my12,my13,my14,mz1,mz2,mz3,mz4,mz5,mz6,mz7,mz8,mz9,mz10,mz11,mz12,mz13,mz14,grx1,grx2,grx3,grx4,grx5,grx6,grx7,grx8,grx9,grx10,grx11,grx12,grx13,grx14,gry1,gry2,gry3,gry4,gry5,gry6,gry7,gry8,gry9,gry10,gry11,gry12,gry13,gry14,grz1,grz2,grz3,grz4,grz5,grz6,grz7,grz8,grz9,grz10,grz11,grz12,grz13,grz14,rb1,rb2,rb3,rb4,rb5,rb6,rb7,rb8,rb9,rb10,rb11,rb12,rb13,rb14,rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rg11,rg12,rg13,rg14,ra1,ra2,ra3,ra4,ra5,ra6,ra7,ra8,ra9,ra10,ra11,ra12,ra13,ra14
s063,Male,Bellow 18,Madhymik,Right,Both Hands,11,8.4,11.2,8.2,8.4,10.6,520.8,1071,389,334.8,192,1003.4,518.2,1073.8,386,335,194.2,1002.8,509.8,1062.6,377.8,326.6,183.6,992.8,529.2,1082.2,397.2,343.2,202.6,1013.4,21.4,21.4,21.6,21.6,25.4,25.4,23.4,23.4,22.8,22.8,22.2,22.2,22.6,22.6,-1.6,-1.6,-0.2,-0.2,0,0,-1.4,-1.4,-2.8,-2.8,-2.6,-2.6,-3.4,-3.4,342.8,342.8,341.2,341.2,342.6,342.6,342.6,342.6,343.2,343.2,343.4,343.4,343.2,343.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.4,0.4,0,0,0,0,0.2,0.2,0.6,0.6,0.4,0.4,0.8,0.8,4,4,4.2,4.2,4.8,4.8,4.4,4.4,4.2,4.2,4.2,4.2,4.2,4.2,10.4,10.4,10.2,10.2,9.8,9.8,9.6,9.6,9.8,9.8,10,10,9.8,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s064,Male,Bellow 18,Below Madhymik,Right,Both Hands,11.6,8.6,9,8.2,10.8,8.4,606.2,1166.4,521.8,579,823.8,383.2,603.2,1166.8,521,581.6,821.4,384.2,594.6,1157.8,512.8,570.8,813,374.8,614.8,1175.4,530,589.8,832.2,392.6,21.6,21.6,21.2,21.2,19.4,19.4,19.2,19.2,21,21,19.8,19.8,21.8,21.8,-9,-9,-8.2,-8.2,-8,-8,-9.4,-9.4,-8.6,-8.6,-8.8,-8.8,-7.8,-7.8,32.6,32.6,32.4,32.4,32.4,32.4,31.2,31.2,32.8,32.8,31.8,31.8,33.4,33.4,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4,-0.2,-0.2,0,0,-0.2,-0.2,0,0,0,0,-0.4,-0.4,1.6,1.6,1.2,1.2,1.8,1.8,1.8,1.8,1.6,1.6,1.4,1.4,1.2,1.2,4,4,3.8,3.8,4,4,3.8,3.8,4,4,3.8,3.8,4,4,9.4,9.4,9.8,9.8,10.2,10.2,9.8,9.8,9.8,9.8,9.8,9.8,9.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s065,Male,Bellow 18,Below Madhymik,Right,Both Hands,11,8,8,8.8,9.2,10.6,609,1271.4,376,398.6,862.6,364.4,606,1271.4,376.8,399,864,363.8,598,1263.4,368,389.8,853.4,353.8,617,1279.4,384.8,407.8,873.2,374.4,13.6,13.6,8.8,8.8,11.4,11.4,11.4,11.4,11.4,11.4,11.2,11.2,11.2,11.2,-4,-4,-3,-3,-4,-4,-5.8,-5.8,-5.8,-5.8,-3.4,-3.4,-2.4,-2.4,153.2,153.2,154.8,154.8,155.2,155.2,153,153,154.4,154.4,155.8,155.8,155.4,155.4,0,0,-0.2,-0.2,0.2,0.2,0.2,0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.4,-0.2,-0.2,0.6,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.8,0.8,0.8,0.8,1.2,1.2,1.2,1.2,0.6,0.6,0.2,0.4,2.4,2.4,2,2,2.2,2.2,2.2,2.2,2.4,2.4,2.2,2.2,2.2,2.2,9.8,9.8,10.8,10.8,10.6,10.6,10.4,10.4,10.8,10.8,10.6,10.6,10.6,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s066,Female,26 to 45,Higher Secondary,Right,One Hand,12.2,6.6,8,7.6,8,7.6,1234.4,865.6,528.4,354.4,1123.8,787.6,1228.8,867,528,354.8,1123.4,787.4,1222.2,859,520.4,346.8,1115.8,780,1241,873.6,536,362.4,1131.4,795,26.4,26.4,25.2,25.2,26.8,26.8,25.8,25.8,24.4,24.4,24.6,24.6,26,26,-5.6,-5.6,-7,-7,-5.8,-5.8,-6,-6,-7,-7,-7.2,-7.2,-6.6,-6.6,336,336,338.6,338.6,337.8,337.8,337.2,337.2,334.8,334.8,335.6,335.6,337,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,1.6,1.2,1.2,1,1,1,1,1.2,1.2,1.2,1.2,5,5,4.4,4.4,4.8,4.8,4.6,4.6,4.4,4.4,4.6,4.6,5,5,10,10,10,10,9.6,9.6,9.8,9.8,10,10,10,10,9.8,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s067,Female,26 to 45,Gratuation,Right,One Hand,10.2,7.6,7.4,8.6,7,8.6,1089.4,1287.8,1662.4,846.6,1930.4,790.8,1086.8,1287.6,1663.6,845,1932,790,1079.2,1280.2,1655,838,1923.4,782.2,1097,1295.2,1671,853.6,1939,798.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-1.8,-1.8,-2,-2,-2,-2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,9.6,9.8,9.8,9.8,9.8,9.6,9.6,9.4,9.4,10,10,9.4,9.4,-2.8,-2.8,-1.4,-1.4,-2,-2,-1.4,-1.4,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,-0.6,-0.6,-0.6,-0.6,-0.4,-0.4,-0.4,-0.4,0,0,-0.2,-0.2
s068,Male,Bellow 18,Below Madhymik,Right,One Hand,10.4,7.6,8,9.2,7.2,7.8,1499.8,1405,2026.8,1789.6,1958.8,1861.2,1497,1405.4,2028,1787.6,1959.4,1860.6,1489.4,1397.4,2018.8,1780.4,1951.6,1853.4,1507.4,1413,2036,1796.8,1966.6,1868.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,-0.4,-0.4,0,0,0,0,0,0,1,1,1,1,1,1,0.8,0.8,1,1,1,1,1,1,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,10,10,10,10,9.8,9.8,9.4,9.4,9.6,9.6,9.8,9.8,10,10,0,0,6.4,6.4,-0.2,-0.2,2.4,2.4,1.6,1.6,0.2,0.2,0.2,0.2,0,0,-0.2,-0.2,0,0,0.2,0.2,0,0,0,0,0,0,0.4,0.4,2.4,2.4,-0.2,-0.2,0.6,0.6,-0.6,-0.6,0,0,0,0
s069,Male,26 to 45,Gratuation,Right,Both Hands,10,7.8,8.8,10,9.4,9.4,717.2,478,21962.8,19737.2,18185.2,14335.8,715,479,21964,19736.6,18185.2,14331,707.2,470.2,21954,19727.2,18175.8,14326.4,725,486.8,21972.8,19746.6,18194.6,14340.4,18,18,18.2,18.2,18.2,18.2,18.2,18.2,20,20,20.8,20.8,19.8,19.8,4.4,4.4,2.2,2.2,2.2,2.2,0.2,0.2,-0.8,-0.8,-2.4,-2.4,-4,-4,270.6,270.6,270.6,270.6,270.4,270.4,269,269,268.4,268.4,268.4,268.4,269.4,269.4,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,-0.6,0,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,0,0,-0.8,-0.8,-0.4,-0.4,-0.2,-0.2,0,0,0,0,0.8,0.8,0.8,0.8,3,3,3,3,3,3,3,3,3.2,3.2,3.4,3.4,3.2,3.2,9,9,9.4,9.4,9,9,9,9,9,9,8.8,8.8,9,9,-11.6,-11.6,-9.2,-9.2,-8.2,-8.2,1,1,-0.4,-0.4,11.8,11.8,2,2,0,0,0.6,0.6,2,2,-1.2,-1.2,1,1,-0.6,-0.6,-1,-1,0.4,0.4,-3.4,-3.4,-2.8,-2.8,7.2,7.2,4.4,4.4,4.8,4.8,4.4,4.4
s070,Female,18 to 25,Higher Secondary,Right,Both Hands,10,8.4,8.4,6.6,8.8,6.2,1324.6,2956.6,590.6,722.4,1037.8,1102.8,1323,2956.6,588.8,724.6,1035.2,1103.8,1314.6,2948.2,582.2,715.8,1029,1096.6,1333,2965,597.2,731.2,1044,1110,15,15,14.6,14.6,14.8,14.8,14.4,14.4,15.6,15.6,14.6,14.6,14.6,14.6,2.8,2.8,1.2,1.2,2.2,2.2,1.6,1.6,2.8,2.8,0.6,0.6,1.4,1.4,265.2,265.2,265.6,265.6,265,265,265.8,265.8,266,266,264.8,264.8,264.6,264.6,0.2,0.2,0,0,-0.4,-0.4,0.2,0.2,-0.4,-0.4,0,0,-0.2,-0.2,0.2,0.2,0,0,0.4,0.4,0.4,0.4,0.2,0.2,0,0,0.2,0.2,1,1,0.4,0.4,1,1,0.4,0.4,0.4,0.4,0.8,0.8,1.2,1.2,-0.6,-0.6,0,0,-1,-1,-0.2,-0.2,-0.8,-0.8,-0.2,-0.2,-0.4,-0.4,2.8,2.8,2.8,2.8,2.8,2.8,2.6,2.6,3,3,2.4,2.4,2.6,2.6,10.2,10.2,10,10,10.6,10.6,9.6,9.6,9.8,9.8,10.2,10.2,10.6,10.6,-11.2,-11.2,-2.8,-2.8,-10.8,-10.8,-6.2,-6.2,-18.8,-18.8,2,2,-6.2,-6.2,-1.2,-1.2,-1.6,-1.6,-0.6,-0.6,-0.6,-0.6,-2.4,-2.4,-4,-4,-2.8,-2.8,-12.4,-12.4,-10.6,-10.6,-11.8,-11.8,-12.2,-12.2,-17.2,-17.2,-10.4,-10.4,-10.8,-10.8
s072,Female,Bellow 18,Below Madhymik,Right,Both Hands,6.8,6.6,6.4,6,7.4,5,2275.4,291.6,531.4,249.8,825.2,481,2275.2,291.4,531,251.2,822.8,482,2268.6,285,525,243.8,817.8,476,2282,298,537.4,257.2,830.2,487,5.2,5.2,4.6,4.6,5.2,5.2,5.8,5.8,4.8,4.8,5.4,5.4,5.2,5.2,-3.4,-3.4,-4,-4,-3.8,-3.8,-3.2,-3.2,-3.8,-3.8,-3.8,-3.8,-3.2,-3.2,286,286,285.4,285.4,285.6,285.6,286,286,286.2,286.2,286.4,286.4,286.8,286.8,0,0,0,0,0,0,0.4,0.4,0.8,0.8,0.2,0.2,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.6,0.6,0,0,0.2,0.2,0.8,0.8,1,1,0.6,0.6,0.6,0.6,1.2,1.2,0.8,0.8,0.8,0.8,1,1,0.4,0.4,1,1,1,1,0.4,0.4,1,1,1,1,10,10,10.2,10.2,9.6,9.6,9.8,9.8,10,10,10,10,9.8,9.8,0.4,0.4,-0.6,-0.6,4.4,4.4,-1.8,-1.8,2,2,2.8,2.8,5.6,5.6,1.8,1.8,1,1,0.4,0.4,1,1,1,1,1.2,1.2,1,1,-1.6,-1.6,3.2,3.2,-1,-1,-2.8,-2.8,-0.4,-0.4,0.6,0.6,0.4,0.4
s073,Female,Bellow 18,Below Madhymik,Right,Both Hands,7,5.2,4.8,5,5.6,6,441,418.8,404.2,388.4,816.2,471.6,439.2,418.4,404.4,389,816.6,470.8,434,413.6,399.4,383.4,810.6,465.6,446.2,423.6,409.2,394,822.2,476.8,17.4,17.4,17.2,17.2,17,17,17.2,17.2,17.2,17.2,16.8,16.8,17,17,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9.4,9.4,9.6,9.6,9.6,9.6,9.6,9.6,9.4,9.4,9.8,9.8,9.4,9.4,0.2,0.2,1.4,1.4,1.6,1.6,1.8,1.8,1.6,1.6,1.8,1.8,1.6,1.6,-0.6,-0.6,0.8,0.8,0.4,0.4,0.6,0.6,0.4,0.4,-0.4,-0.4,0.4,0.4,-2.4,-2.4,-1.4,-1.4,-2,-2,-3.6,-3.6,-1.8,-1.8,-1.8,-1.8,-3,-3
s074,Female,Bellow 18,Madhymik,Right,Both Hands,8,6.2,4.8,6.4,5.4,5,787.6,1404.6,1130,572.8,611.6,1445.4,785.8,1403.2,1131.6,571.8,611.2,1445,779.6,1398.4,1125.2,566.4,606.2,1440.4,793.8,1409.4,1136.4,578.2,616.6,1450,29.2,29.2,28.8,28.8,29,29,30.2,30.2,30.2,30.2,30,30,29.6,29.6,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3,-3,-3,-3,35.4,35.4,35.4,35.4,35.2,35.2,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.4,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,4.8,4.8,5,5,5,5,5.2,5.2,5,5,5.2,5.2,5.2,5.2,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.6,8.6,8.8,8.8,8.8,8.8,0.8,0.8,0.6,0.6,0.8,0.8,0.8,0.8,0,0,0.8,0.8,0.6,0.6,0.4,0.4,0,0,0.4,0.4,0.4,0.4,0,0,0.4,0.4,0.2,0.2,-0.8,-0.8,0.4,0.4,0.4,0.4,-1,-1,0,0,-1,-1,0.2,0.2
s075,Female,Bellow 18,Madhymik,Right,Both Hands,9.2,7.8,8.6,7.2,6.2,8.2,1383.2,1063.2,999.8,940,2569.2,423.8,1381.8,1064,998.4,939,2571.2,424,1374,1055.4,991.2,932.8,2563,415.6,1391,1071.8,1007,946.2,2577.4,432.2,31.2,31.2,31.8,31.8,32,32,31.2,31.2,31.8,31.8,32.4,32.4,32.2,32.2,-2.4,-2.4,-1,-1,-2.6,-2.6,-2.4,-2.4,-1,-1,0.4,0.4,-0.4,-0.4,52.8,52.8,53.6,53.6,53.8,53.8,53.6,53.6,53.6,53.6,53.6,53.6,53.8,53.8,0.2,0.2,-0.2,-0.2,-0.4,-0.4,0,0,0,0,-0.2,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.2,0.2,0.6,0.6,0.4,0.4,0.6,0.6,0,0,0.2,0.2,0.4,0.4,0.2,0.2,-0.2,-0.2,-0.2,-0.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5,5,5.2,5.2,5.4,5.4,8.8,8.8,8.6,8.6,8.8,8.8,8.6,8.6,8.6,8.6,8.4,8.4,8.8,8.8,2.2,2.2,5.4,5.4,5.2,5.2,0.8,0.8,1.2,1.2,-3.8,-3.8,-5.6,-5.6,2.4,2.4,1.4,1.4,0.2,0.2,-0.2,-0.2,0.2,0.2,1.2,1.2,1.8,1.8,5.2,5.2,4.6,4.6,2.8,2.8,3,3,3.2,3.2,-1.8,-1.8,0.4,0.4
s076,Female,Bellow 18,Madhymik,Right,Both Hands,9.2,7,5.4,5.2,4,4.4,2087.4,715.6,2211,379.6,797.4,393.8,2085.2,714,2210.8,378.4,797.8,394.2,2078.2,708.6,2205.6,374.4,793.4,389.4,2094.4,721,2216.2,383.6,801.8,398.6,27.2,27.2,26.2,26.2,26.4,26.4,26.4,26.4,26.4,26.4,27,27,27.2,27.2,-8.8,-8.8,-8.6,-8.6,-6.2,-6.2,-8,-8,-8,-8,-8.4,-8.4,-8.2,-8.2,202.8,202.8,203.4,203.4,204.2,204.2,204.2,204.2,204.4,204.4,205,205,204.6,204.6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.6,0,0,0.4,0.4,0,0,0.4,0.4,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.4,1.6,1.6,4.4,4.4,4.4,4.4,4.2,4.2,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,9,9,9.2,9.2,9.6,9.6,9,9,8.8,8.8,8.8,8.8,8.8,8.8,0.8,0.8,8,8,6.4,6.4,-0.4,-0.4,2.2,2.2,-1,-1,0.6,0.6,3.6,3.6,2.6,2.6,5.4,5.4,-0.2,-0.2,3.6,3.6,0.2,0.2,0.4,0.4,-2,-2,2.8,2.8,-1.6,-1.6,-0.2,-0.2,-0.4,-0.4,2.6,2.6,-1.8,-1.8
s077,Female,26 to 45,Gratuation,Right,Both Hands,10.2,7.2,7.6,8,8.6,7,465.6,737,263.4,470.4,658.4,315,462.6,737.4,263.8,471,656.8,314.8,455.4,729.8,255.8,462.4,649.8,308,472.8,744.6,271.4,479,665.4,321.8,39.8,39.8,39.6,39.6,39.4,39.4,39.4,39.4,39.6,39.6,39.4,39.4,39.4,39.4,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.4,0.4,354,354,354,354,353.4,353.4,353.6,353.6,353.8,353.8,353.8,353.8,353.8,353.8,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4,-0.2,-0.2,-0.2,-0.2,0.2,0.2,-0.2,-0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.6,0.2,0.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7.4,7.4,7.6,7.6,8.2,8.2,7.4,7.4,7.8,7.8,7.4,7.4,1.4,1.4,1.4,1.4,3.4,3.4,4.8,4.8,3.8,3.8,3.4,3.4,2,2,-0.4,-0.4,0.2,0.2,1.2,1.2,0,0,0.2,0.2,0.4,0.4,0.2,0.2,4.6,4.6,3.8,3.8,3.8,3.8,7,7,3.2,3.2,3.4,3.4,6.8,6.8
s078,Male,Bellow 18,Below Madhymik,Right,One Hand,9.8,7.4,8.4,7.8,8.2,8.6,2130.2,4012.8,2910.4,2809.6,3316.6,2893.4,2127.8,4013.8,2909.8,2810,3317,2892,2120.4,4005.4,2902,2801.8,3308.4,2884.8,2137.6,4021.2,2918.2,2817.8,3325.2,2900.6,21.2,21.2,18.8,18.8,22.2,22.2,18.2,18.2,18.6,18.6,16.2,16.2,19.8,19.8,7.4,7.4,9,9,10.4,10.4,8,8,13.4,13.4,9.6,9.6,11.4,11.4,99.8,99.8,98.8,98.8,107,107,103.2,103.2,106.8,106.8,105.4,105.4,105.4,105.4,0,0,0,0,0,0,-0.2,-0.2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0.2,0.2,0,0,-0.2,-0.2,0,0,-0.2,-0.2,0,0,-0.2,-0.2,-1.2,-1.2,-1.4,-1.4,-1.4,-1.4,-1.2,-1.2,-2,-2,-1,-1,-1.8,-1.8,3.4,3.4,3,3,3.4,3.4,3,3,3,3,2.4,2.4,3,3,9.2,9.2,9,9,8.6,8.6,9.2,9.2,8.6,8.6,9.2,9.2,8.8,8.8,-7.2,-7.2,-2.6,-2.6,0.6,0.6,-0.8,-0.8,-4.8,-4.8,-26.2,-26.2,4,4,-2.2,-2.2,-1.2,-1.2,1.2,1.2,0.2,0.2,-2,-2,-12.6,-12.6,-1.6,-1.6,-2.4,-2.4,-1.6,-1.6,-2.8,-2.8,0.4,0.4,-3.6,-3.6,-15.8,-15.8,1.6,1.6
s079,Female,46 to 60,Madhymik,Right,One Hand,9.8,7.4,8.2,8.8,7.2,7.4,2131.2,2825.4,2215.4,2075.2,1707,1685.2,2128.8,2826.2,2216,2073.6,1707.2,1686,2121.4,2818,2207.2,2066.4,1699.8,1677.8,2138.6,2833.6,2224.2,2082.4,1714.4,1693.4,20.8,20.8,18.6,18.6,18.8,18.8,20.8,20.8,17.8,17.8,18.6,18.6,22.8,22.8,-3,-3,-7.8,-7.8,-8.6,-8.6,-4.8,-4.8,-8.4,-8.4,-8.2,-8.2,-3.2,-3.2,23.4,23.4,24.2,24.2,23.6,23.6,24.4,24.4,24.4,24.4,24,24,24.4,24.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0.4,0.4,0,0,0.2,0.2,0.4,0.4,0,0,-0.2,-0.2,0.6,0.6,1.4,1.4,1.6,1.6,0.8,0.8,1.4,1.4,1.4,1.4,0.4,0.4,3.6,3.6,3.2,3.2,3.2,3.2,3.4,3.4,3,3,3.2,3.2,3.6,3.6,9.2,9.2,9.6,9.6,9.2,9.2,9.2,9.2,9.4,9.4,9,9,8.8,8.8,-12.6,-12.6,-8.4,-8.4,-4.8,-4.8,-8.6,-8.6,-5.2,-5.2,-6.2,-6.2,-10.8,-10.8,-2.4,-2.4,-0.2,-0.2,-0.8,-0.8,-0.6,-0.6,2.4,2.4,0.4,0.4,-4.2,-4.2,-2.4,-2.4,-4.8,-4.8,1.8,1.8,-4.2,-4.2,-0.6,-0.6,-2.6,-2.6,-1.4,-1.4
s080,Female,26 to 45,Madhymik,Right,One Hand,10.8,8.2,6.6,8.2,6.6,9.6,1532.8,1708.8,1142.6,1322.6,2275.2,1707.6,1530.2,1707.2,1144.2,1321,2278.2,1706.4,1522,1700.6,1136,1314.4,2268.6,1698,1541,1715.4,1150.8,1329.2,2284.8,1716,13,13,11.8,11.8,14.4,14.4,12.6,12.6,12.4,12.4,15.4,15.4,13.4,13.4,-5.8,-5.8,-8.8,-8.8,-4,-4,-6.8,-6.8,-6.8,-6.8,-4.4,-4.4,-5.4,-5.4,138,138,137.2,137.2,137.6,137.6,138,138,137.8,137.8,138,138,138,138,0.2,0.2,0,0,-0.2,-0.2,0.2,0.2,0.2,0.2,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0,-0.2,-0.2,0,0,0.4,0.4,0.2,0.2,0.2,0.2,1,1,1.6,1.6,0.6,0.6,1.2,1.2,1.4,1.4,0.8,0.8,1.2,1.2,2.4,2.4,2,2,2.6,2.6,2.2,2.2,2,2,2.6,2.6,2.4,2.4,10,10,10,10,9.6,9.6,9.6,9.6,10.2,10.2,10.2,10.2,9.4,9.4,-2.2,-2.2,7.8,7.8,-0.8,-0.8,-3.6,-3.6,-3.8,-3.8,4,4,10.4,10.4,-2.2,-2.2,-1,-1,1.6,1.6,-0.6,-0.6,1.2,1.2,-0.8,-0.8,-2.6,-2.6,4.8,4.8,4.4,4.4,-9,-9,-0.4,-0.4,-5.2,-5.2,-1.8,-1.8,5.6,5.6
s081,Female,Bellow 18,Below Madhymik,Right,One Hand,10,6.4,8.4,10.2,8.2,7.6,2430.8,3061.2,1882.8,1131,2772.2,4769.4,2427.2,3063.2,1884.6,1129,2771.6,4769,2420.8,3054.8,1874.4,1120.8,2764,4761.8,2437.2,3069.6,1893,1139.2,2779.8,4776.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.2,111.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,-0.2,-0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9.6,9.6,10,10,10.2,10.2,10,10,9.8,9.8,9.8,9.8,0,0,0,0,0.2,0.2,3,3,0.2,0.2,0.2,0.2,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2.4,2.4,0.2,0.2,0.2,0.2,-0.2,-0.2
